ID,Name,InChI,InChIKey,SMILES,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT
B-4019,2-nitrotoluene,"InChI=1S/C7H7NO2/c1-6-4-2-3-5-7(6)8(9)10/h2-5H,1H3",PLAZTCDQAHEYBI-UHFFFAOYSA-N,Cc1ccccc1[N+]([O-])=O,-2.32430000000,0.08483066354,3,G5,137.13800,1.90322,37.83340,10,2,0,3,1,52,1,0,0,1,43.14,58.44932095639,3.15294144668,257.53794892648
B-4020,2-nitroanisole,"InChI=1S/C7H7NO3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3",CFBYEGUGFPZCNF-UHFFFAOYSA-N,COc1ccccc1[N+]([O-])=O,-1.95720000000,0.00000000000,1,G1,153.13700,1.60340,39.64840,11,3,0,4,2,58,1,0,0,1,52.37,63.56286618590,3.12121931889,272.14312562732
B-4023,"1,3,5-trinitrobenzene",InChI=1S/C6H3N3O6/c10-7(11)4-1-5(8(12)13)3-6(2-4)9(14)15/h1-3H,UATJOMSPNYCXIX-UHFFFAOYSA-N,[O-][N+](=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,-2.88460000000,0.00000000000,1,G1,213.10500,1.41120,46.40520,15,6,0,9,3,78,1,0,0,1,129.42,81.39033028700,3.38738007545,377.17334888764
B-4024,"1,3-dinitrobenzene",InChI=1S/C6H4N2O4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,WDCYWAQPCXBPJA-UHFFFAOYSA-N,[O-][N+](=O)c1cccc(c1)[N+]([O-])=O,-2.49890000000,0.10445000000,2,G3,168.10800,1.50300,39.75080,12,4,0,6,2,62,1,0,0,1,86.28,66.73735456450,3.12180577525,306.82489965484
B-4026,p-nitroanisole,"InChI=1S/C7H7NO3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3",BNUHAJGCKIQFGE-UHFFFAOYSA-N,COc1ccc(cc1)[N+]([O-])=O,-2.41420000000,0.00000000000,1,G1,153.13700,1.60340,39.64840,11,3,0,4,2,58,1,0,0,1,52.37,63.56286618590,2.91380156268,254.89312562732
B-4027,p-dinitrobenzene,InChI=1S/C6H4N2O4/c9-7(10)5-1-2-6(4-3-5)8(11)12/h1-4H,FYFDQJRXFWGIBS-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(cc1)[N+]([O-])=O,-3.38670000000,0.00000000000,1,G1,168.10800,1.50300,39.75080,12,4,0,6,2,62,1,0,0,1,86.28,66.73735456450,3.00614983373,285.82489965484
B-4028,"2,4,6-trinitrotoluene","InChI=1S/C7H5N3O6/c1-4-6(9(13)14)2-5(8(11)12)3-7(4)10(15)16/h2-3H,1H3",SPSSULHKWOKEEL-UHFFFAOYSA-N,Cc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-3.24230000000,0.01356225350,3,G5,227.13200,1.71962,51.14220,16,6,0,9,3,84,1,0,0,1,129.42,87.75527240139,3.57275453806,461.89068508735
B-4030,o-dinitrobenzene,InChI=1S/C6H4N2O4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,IZUKQUVSCNEFMJ-UHFFFAOYSA-N,[O-][N+](=O)c1ccccc1[N+]([O-])=O,-3.10170000000,0.00000000000,1,G1,168.10800,1.50300,39.75080,12,4,0,6,2,62,1,0,0,1,86.28,66.73735456450,3.26707619570,303.07489965484
B-4031,m-nitroanisole,"InChI=1S/C7H7NO3/c1-11-7-4-2-3-6(5-7)8(9)10/h2-5H,1H3",WGYFINWERLNPHR-UHFFFAOYSA-N,COc1cccc(c1)[N+]([O-])=O,-2.48610000000,0.00000000000,1,G1,153.13700,1.60340,39.64840,11,3,0,4,2,58,1,0,0,1,52.37,63.56286618590,3.00588921891,272.14312562732
B-4032,"1,3-dino2 2-methyl benzene","InChI=1S/C7H6N2O4/c1-5-6(8(10)11)3-2-4-7(5)9(12)13/h2-4H,1H3",XTRDKALNCIHHNI-UHFFFAOYSA-N,Cc1c(cccc1[N+]([O-])=O)[N+]([O-])=O,-3.00030000000,0.00000000000,1,G1,182.13500,1.81142,44.48780,13,4,0,6,2,68,1,0,0,1,86.28,73.10229667889,3.34544197081,342.50533357432
B-4033,"1,2-dino2 4-methyl benzene","InChI=1S/C7H6N2O4/c1-5-2-3-6(8(10)11)7(4-5)9(12)13/h2-4H,1H3",INYDMNPNDHRJQJ-UHFFFAOYSA-N,Cc1ccc(c(c1)[N+]([O-])=O)[N+]([O-])=O,-3.26040000000,0.00000000000,1,G1,182.13500,1.81142,44.48780,13,4,0,6,2,68,1,0,0,1,86.28,73.10229667889,3.34865907132,374.75533357432
B-4034,o-ethyl carbamate (urethane),"InChI=1S/C3H7NO2/c1-2-6-3(4)5/h2H2,1H3,(H2,4,5)",JOYRKODLDBILNP-UHFFFAOYSA-N,CCOC(N)=O,0.73140000000,0.05930000000,2,G3,89.09400,0.10160,21.20940,6,2,1,3,1,36,0,0,0,0,52.32,36.08409328319,2.83125710993,52.75488750216
B-4035,acrylamide,"InChI=1S/C3H5NO/c1-2-3(4)5/h2H,1H2,(H2,4,5)",HRPVXLWXLXDGHG-UHFFFAOYSA-N,NC(=O)C=C,0.95440000000,0.01280000000,2,G3,71.07900,-0.34230,19.39140,5,1,1,2,1,28,0,0,0,0,43.09,30.28094502149,3.20480541789,57.91340299823
B-4037,butyramide,"InChI=1S/C4H9NO/c1-2-3-4(5)6/h2-3H2,1H3,(H2,5,6)",DNSISZSEWVHGLH-UHFFFAOYSA-N,CCCC(N)=O,0.27210000000,0.00000000000,1,G1,87.12200,0.27180,24.10240,6,1,1,2,2,36,0,0,0,0,43.09,37.33549016808,2.83125710993,51.50977500433
B-4041,"glycerol 1,3-dinitrate","InChI=1S/C3H6N2O7/c6-3(1-11-4(7)8)2-12-5(9)10/h3,6H,1-2H2",ASIGVDLTBLZXNC-UHFFFAOYSA-N,OC(CO[N+]([O-])=O)CO[N+]([O-])=O,-0.36600000000,0.00000000000,1,G1,182.08800,-1.23610,31.89960,12,7,1,9,6,70,0,0,0,0,124.97,65.70448791179,3.39218415911,152.03442356294
B-4042,1-nitrobutane,"InChI=1S/C4H9NO2/c1-2-3-4-5(6)7/h2-4H2,1H3",NALZTFARIYUCBY-UHFFFAOYSA-N,CCCC[N+]([O-])=O,-1.35060000000,0.00000000000,1,G1,103.12100,1.06320,26.76940,7,2,0,3,3,42,0,0,0,0,43.14,42.48705309352,2.82193893706,62.71013448036
B-4043,1-nitropentane,"InChI=1S/C5H11NO2/c1-2-3-4-5-6(7)8/h2-5H2,1H3",BVALZCVRLDMXOQ-UHFFFAOYSA-N,CCCCC[N+]([O-])=O,-1.95480000000,0.00000000000,1,G1,117.14800,1.45330,31.38640,8,2,0,3,4,48,0,0,0,0,43.14,48.85199520792,2.82235455425,72.82892142331
B-4044,ethylene glycol dinitrate,InChI=1S/C2H4N2O6/c5-3(6)9-1-2-10-4(7)8/h1-2H2,UQXKXGWGFRWILX-UHFFFAOYSA-N,[O-][N+](=O)OCCO[N+]([O-])=O,-1.34950000000,0.00000000000,1,G1,152.06200,-0.59700,25.89280,10,6,0,8,5,58,0,0,0,0,104.74,54.54531204520,3.05508993954,117.70950594455
B-4045,1-pentyne,"InChI=1S/C5H8/c1-3-5-4-2/h1H,4-5H2,2H3",IBXNCJKFFQIKKY-UHFFFAOYSA-N,CCCC#C,-1.63740000000,0.00000000000,1,G1,68.11900,1.41970,23.74100,5,0,0,0,1,28,0,0,0,0,0.00,33.19824487728,2.48369957059,38.49022499567
B-4046,diethyl ether,"InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3",RTZKZFJDLAIYFH-UHFFFAOYSA-N,CCOCC,-0.08890000000,0.01559585425,2,G3,74.12300,1.04280,22.16700,5,1,0,1,2,32,0,0,0,0,9.23,32.94762260053,2.19060968716,11.11941547876
B-4048,di(n-propyl) ether,"InChI=1S/C6H14O/c1-3-5-7-6-4-2/h3-6H2,1-2H3",POLCUAVZOMRGSN-UHFFFAOYSA-N,CCCOCCC,-1.31920000000,0.15040000000,2,G3,102.17700,1.82300,31.40100,7,1,0,1,4,44,0,0,0,0,9.23,45.67750682932,2.44747288788,23.36099039895
B-4050,2-hexyloxyethanol,"InChI=1S/C8H18O2/c1-2-3-4-5-7-10-8-6-9/h9H,2-8H2,1H3",UPGSWASWQBLSKZ-UHFFFAOYSA-N,CCCCCCOCCO,-1.16940000000,0.00000000000,1,G1,146.23000,1.57560,42.04680,10,2,1,2,7,62,0,0,0,0,29.46,63.20162481031,2.64760484894,47.21928094887
B-4051,"1,2-dibutyoxyethane","InChI=1S/C10H22O2/c1-3-5-7-11-9-10-12-8-6-4-2/h3-10H2,1-2H3",GDXHBFHOEYVPED-UHFFFAOYSA-N,CCCCOCCOCCCC,-1.94020000000,0.00000000000,1,G1,174.28400,2.61980,51.45400,12,2,0,2,9,74,0,0,0,0,18.46,76.25082051641,2.72724281292,64.23883095753
B-4054,tetrahydropyran,InChI=1S/C5H10O/c1-2-4-6-5-3-1/h1-5H2,DHXVGJBLRPWPCS-UHFFFAOYSA-N,C1CCOCC1,-0.03100000000,0.00000000000,1,G1,86.13400,1.18690,24.67000,6,1,0,1,0,36,0,1,1,1,9.23,38.30673356139,2.00000000000,19.40990953422
B-4055,di-n-butyl ether,"InChI=1S/C8H18O/c1-3-5-7-9-8-6-4-2/h3-8H2,1-2H3",DURPTKYDGMDSBL-UHFFFAOYSA-N,CCCCOCCCC,-2.63760000000,0.50201614217,3,G4,130.23100,2.60320,40.63500,9,1,0,1,6,56,0,0,0,0,9.23,58.40739105811,2.59508270679,37.83229392179
B-4058,ethrane [haloether],"InChI=1S/C3H2ClF5O/c4-1(5)3(8,9)10-2(6)7/h1-2H",JPGQOUSTVILISH-UHFFFAOYSA-N,FC(F)OC(F)(F)C(F)Cl,-1.51620000000,0.00000000000,1,G1,184.49100,2.35280,22.78500,10,1,0,7,3,62,0,0,0,0,9.23,57.71362372764,3.86555893024,105.06618564394
B-4059,isoflurane,"InChI=1S/C3H2ClF5O/c4-1(3(7,8)9)10-2(5)6/h1-2H",PIWKPBJCKXDKJR-UHFFFAOYSA-N,FC(F)OC(Cl)C(F)(F)F,-1.61570000000,0.00000000000,1,G1,184.49100,2.35280,22.78500,10,1,0,7,2,62,0,0,0,0,9.23,57.71362372764,3.73482372132,101.55641063961
B-4060,n-nitrosodiethylamine,"InChI=1S/C4H10N2O/c1-3-6(4-2)5-7/h3-4H2,1-2H3",WBNQDOYYEUMPFS-UHFFFAOYSA-N,CCN(CC)N=O,0.01610000000,0.00000000000,1,G1,102.13700,1.00960,28.71600,7,2,0,3,3,42,0,0,0,0,32.67,43.25877904569,3.16460930884,51.65148445440
B-4061,diphenylnitrosamine,InChI=1S/C12H10N2O/c15-13-14(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,UBUCNCOMADRQHX-UHFFFAOYSA-N,O=NN(c1ccccc1)c2ccccc2,-3.75310000000,0.00000000000,1,G1,198.22500,3.50610,60.81800,15,2,0,3,3,74,2,0,0,2,32.67,87.91319900023,2.37750331694,388.38981176780
B-4063,2-nitroso-1-naphthol,"InChI=1S/C10H7NO2/c12-10-8-4-2-1-3-7(8)5-6-9(10)11-13/h1-6,12H",SYUYTOYKQOAVDW-UHFFFAOYSA-N,Oc1c(ccc2ccccc12)N=O,-2.53950000000,0.00000000000,1,G1,173.17100,2.94330,51.06780,13,3,1,3,1,64,2,0,0,2,49.66,74.60203338766,2.86176545615,465.43144108632
B-4064,di-i-propylnitrosoamine,"InChI=1S/C6H14N2O/c1-5(2)8(7-9)6(3)4/h5-6H,1-4H3",AUIKJTGFPFLMFP-UHFFFAOYSA-N,CC(C)N(N=O)C(C)C,-1.00060000000,0.00000000000,1,G1,130.19100,1.78660,37.90600,9,2,0,3,3,54,0,0,0,0,32.67,55.98866327448,3.82121964909,83.05865002596
B-4065,n-nitrosodipropylamine,"InChI=1S/C6H14N2O/c1-3-5-8(7-9)6-4-2/h3-6H2,1-2H3",YLKFDHTUAUWZPQ-UHFFFAOYSA-N,CCCN(CCC)N=O,-1.00060000000,0.00000000000,1,G1,130.19100,1.78980,37.95000,9,2,0,3,5,54,0,0,0,0,32.67,55.98866327448,3.28529982421,69.45811190640
B-4066,n-nitrosodibutylamine,"InChI=1S/C8H18N2O/c1-3-5-7-10(9-11)8-6-4-2/h3-8H2,1-2H3",YGJHZCLPZAZIHH-UHFFFAOYSA-N,CCCCN(CCCC)N=O,-2.09550000000,0.00000000000,1,G1,158.24500,2.57000,47.18400,11,2,0,3,7,66,0,0,0,0,32.67,68.71854750327,3.32634301105,88.09284782232
B-4067,n-nitrosoethyl-n-butylamine,"InChI=1S/C6H14N2O/c1-3-5-6-8(4-2)7-9/h3-6H2,1-2H3",ZGMCNGHHUQZNIH-UHFFFAOYSA-N,CCCCN(CC)N=O,-1.03540000000,0.00000000000,1,G1,130.19100,1.78980,37.95000,9,2,0,3,5,54,0,0,0,0,32.67,55.98866327448,3.19541184628,75.45811190640
B-4068,n-nitroso-n-methylbutylamine,"InChI=1S/C5H12N2O/c1-3-4-5-7(2)6-8/h3-5H2,1-2H3",PKTSCJXWLVREKX-UHFFFAOYSA-N,CCCCN(C)N=O,-0.69960000000,0.00000000000,1,G1,116.16400,1.39970,33.33300,8,2,0,3,4,48,0,0,0,0,32.67,49.62372116008,2.97540949004,65.44900955152
B-4069,n-methyl-n-nitrosoethamine,"InChI=1S/C3H8N2O/c1-3-5(2)4-6/h3H2,1-2H3",RTDCJKARQCRONF-UHFFFAOYSA-N,CCN(C)N=O,0.53210000000,0.00000000000,1,G1,88.11000,0.61950,24.09900,6,2,0,3,2,36,0,0,0,0,32.67,36.89383693129,2.96490049476,46.05785641097
B-4071,4-bromobiphenyl,InChI=1S/C12H9Br/c13-12-8-6-11(7-9-12)10-4-2-1-3-5-10/h1-9H,PKJBWOWQJHHAHG-UHFFFAOYSA-N,Brc1ccc(cc1)c2ccccc2,-5.55260000000,0.00000000000,1,G1,233.10800,4.11610,59.57800,13,0,0,1,1,64,2,0,0,2,0.00,86.35604493120,2.42385597277,375.62904776216
B-4072,"4-methyl-1,1'-biphenyl","InChI=1S/C13H12/c1-11-7-9-13(10-8-11)12-5-3-2-4-6-12/h2-10H,1H3",ZZLCFHIKESPLTH-UHFFFAOYSA-N,Cc1ccc(cc1)c2ccccc2,-4.61850000000,0.00000000000,1,G1,168.23900,3.66202,56.61500,13,0,0,0,1,64,2,0,0,2,0.00,78.85343943996,2.42385597277,370.54288143498
B-4073,"3,3'-dichlorobiphenyl",InChI=1S/C12H8Cl2/c13-11-5-1-3-9(7-11)10-4-2-6-12(14)8-10/h1-8H,KTXUOWUHFLBZPW-UHFFFAOYSA-N,Clc1cccc(c1)c2cccc(Cl)c2,-5.79830000000,0.00000000000,1,G1,223.10200,4.66040,61.89800,14,0,0,2,1,70,2,0,0,2,0.00,93.09502977932,2.49212364520,406.07964673815
B-4074,"4,4'-dichlorobiphenyl",InChI=1S/C12H8Cl2/c13-11-5-1-9(2-6-11)10-3-7-12(14)8-4-10/h1-8H,YTBRNEUEFCNVHC-UHFFFAOYSA-N,Clc1ccc(cc1)c2ccc(Cl)cc2,-6.55610000000,0.02195000000,2,G3,223.10200,4.66040,61.89800,14,0,0,2,1,70,2,0,0,2,0.00,93.09502977932,2.39650903973,371.57964673815
B-4076,2-chlorobiphenyl,InChI=1S/C12H9Cl/c13-12-9-5-4-8-11(12)10-6-2-1-3-7-10/h1-9H,LAXBNTIAOJWAOP-UHFFFAOYSA-N,Clc1ccccc1c2ccccc2,-4.59170000000,0.02585000000,2,G3,188.65700,4.00700,56.88800,13,0,0,1,1,64,2,0,0,2,0.00,82.79176355244,2.53607044600,392.87904776216
B-4081,"3,4-dichlorobiphenyl",InChI=1S/C12H8Cl2/c13-11-7-6-10(8-12(11)14)9-4-2-1-3-5-9/h1-8H,ZGHQUYZPMWMLBM-UHFFFAOYSA-N,Clc1ccc(cc1Cl)c2ccccc2,-6.38990000000,0.52505000000,2,G2,223.10200,4.66040,61.89800,14,0,0,2,1,70,2,0,0,2,0.00,93.09502977932,2.48381480375,435.32964673815
B-4083,"2,2'-dichlorobiphenyl",InChI=1S/C12H8Cl2/c13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)14/h1-8H,JAYCNKDKIKZTAF-UHFFFAOYSA-N,Clc1ccccc1c2ccccc2Cl,-5.08130000000,0.39676572713,3,G5,223.10200,4.66040,61.89800,14,0,0,2,1,70,2,0,0,2,0.00,93.09502977932,2.60884782667,406.07964673815
B-4085,"2,2',6,6'-pcb",InChI=1S/C12H6Cl4/c13-7-3-1-4-8(14)11(7)12-9(15)5-2-6-10(12)16/h1-6H,PXAGFNRKXSYIHU-UHFFFAOYSA-N,Clc1cccc(Cl)c1c2c(Cl)cccc2Cl,-7.38980000000,0.35191288063,3,G5,291.99200,5.96720,71.91800,16,0,0,4,1,82,2,0,0,2,0.00,113.70156223309,2.77314642293,444.53712407406
B-4086,"2,3-dichlorobiphenyl",InChI=1S/C12H8Cl2/c13-11-8-4-7-10(12(11)14)9-5-2-1-3-6-9/h1-8H,XOMKZKJEJBZBJJ-UHFFFAOYSA-N,Clc1cccc(c2ccccc2)c1Cl,-5.34980000000,0.00000000000,1,G1,223.10200,4.66040,61.89800,14,0,0,2,1,70,2,0,0,2,0.00,93.09502977932,2.58007782566,435.32964673815
B-4088,"2,3,4,5,6-pcb",InChI=1S/C12H5Cl5/c13-8-7(6-4-2-1-3-5-6)9(14)11(16)12(17)10(8)15/h1-5H,GGMPTLAAIUQMIE-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c(c2ccccc2)c(Cl)c1Cl,-7.91070000000,0.00000000000,1,G1,326.43700,6.62060,76.92800,17,0,0,5,1,88,2,0,0,2,0.00,124.00482845997,2.79537391706,533.84893836578
B-4089,"2,3'-pcb",InChI=1S/C12H8Cl2/c13-10-5-3-4-9(8-10)11-6-1-2-7-12(11)14/h1-8H,ZHBBDTRJIVXKEX-UHFFFAOYSA-N,Clc1cccc(c1)c2ccccc2Cl,-5.58510000000,0.00000000000,1,G1,223.10200,4.66040,61.89800,14,0,0,2,1,70,2,0,0,2,0.00,93.09502977932,2.54911684265,449.57964673815
B-4090,"2',3,4,4',5'-pcb",InChI=1S/C12H5Cl5/c13-8-2-1-6(3-10(8)15)7-4-11(16)12(17)5-9(7)14/h1-5H,IUTPYMGCWINGEY-UHFFFAOYSA-N,Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)cc2Cl,-7.38670000000,0.40665000000,2,G3,326.43700,6.62060,76.92800,17,0,0,5,1,88,2,0,0,2,0.00,124.00482845997,2.59886573420,577.34893836578
B-4091,"2,3',4,4'-tetrachlorobiphenyl",InChI=1S/C12H6Cl4/c13-8-2-3-9(11(15)6-8)7-1-4-10(14)12(16)5-7/h1-6H,RKLLTEAEZIJBAU-UHFFFAOYSA-N,Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2,-6.89950000000,0.45025000000,2,G3,291.99200,5.96720,71.91800,16,0,0,4,1,82,2,0,0,2,0.00,113.70156223309,2.54314061979,534.53712407406
B-4092,"2,3',4',5-pcb",InChI=1S/C12H6Cl4/c13-8-2-4-10(14)9(6-8)7-1-3-11(15)12(16)5-7/h1-6H,KENZYIHFBRWMOD-UHFFFAOYSA-N,Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,-6.85260000000,0.19870000000,2,G3,291.99200,5.96720,71.91800,16,0,0,4,1,82,2,0,0,2,0.00,113.70156223309,2.57948293483,534.53712407406
B-4093,"2,4,4',5-pcb",InChI=1S/C12H6Cl4/c13-8-3-1-7(2-4-8)9-5-11(15)12(16)6-10(9)14/h1-6H,TULCXSBAPHCWCF-UHFFFAOYSA-N,Clc1ccc(cc1)c2cc(Cl)c(Cl)cc2Cl,-7.76990000000,0.00000000000,1,G1,291.99200,5.96720,71.91800,16,0,0,4,1,82,2,0,0,2,0.00,113.70156223309,2.55524556624,517.28712407406
B-4094,"2,3,4,4'-pcb",InChI=1S/C12H6Cl4/c13-8-3-1-7(2-4-8)9-5-6-10(14)12(16)11(9)15/h1-6H,XLDBTRJKXLKYTC-UHFFFAOYSA-N,Clc1ccc(cc1)c2ccc(Cl)c(Cl)c2Cl,-6.87540000000,0.00000000000,1,G1,291.99200,5.96720,71.91800,16,0,0,4,1,82,2,0,0,2,0.00,113.70156223309,2.56540159940,517.28712407406
B-4096,"2,4-dichlorobiphenyl",InChI=1S/C12H8Cl2/c13-10-6-7-11(12(14)8-10)9-4-2-1-3-5-9/h1-8H,WEJZHZJJXPXXMU-UHFFFAOYSA-N,Clc1ccc(c(Cl)c1)c2ccccc2,-5.28780000000,0.01890000000,2,G3,223.10200,4.66040,61.89800,14,0,0,2,1,70,2,0,0,2,0.00,93.09502977932,2.52780403163,435.32964673815
B-4099,"2,5-dichlorobiphenyl",InChI=1S/C12H8Cl2/c13-10-6-7-12(14)11(8-10)9-4-2-1-3-5-9/h1-8H,KKQWHYGECTYFIA-UHFFFAOYSA-N,Clc1ccc(Cl)c(c1)c2ccccc2,-5.29930000000,0.02965000000,2,G3,223.10200,4.66040,61.89800,14,0,0,2,1,70,2,0,0,2,0.00,93.09502977932,2.56584090295,435.32964673815
B-4100,"2,4'-dichlorobiphenyl",InChI=1S/C12H8Cl2/c13-10-7-5-9(6-8-10)11-3-1-2-4-12(11)14/h1-8H,UFNIBRDIUNVOMX-UHFFFAOYSA-N,Clc1ccc(cc1)c2ccccc2Cl,-5.28030000000,0.09268236078,3,G5,223.10200,4.66040,61.89800,14,0,0,2,1,70,2,0,0,2,0.00,93.09502977932,2.49825496256,432.32964673815
B-4102,"2,2',3,4,4',5'-hexachlorobiphenyl",InChI=1S/C12H4Cl6/c13-7-2-1-5(11(17)12(7)18)6-3-9(15)10(16)4-8(6)14/h1-4H,RPUMZMSNLZHIGZ-UHFFFAOYSA-N,Clc1ccc(c(Cl)c1Cl)c2cc(Cl)c(Cl)cc2Cl,-8.38130000000,0.03416850402,3,G5,360.88200,7.27400,81.93800,18,0,0,6,1,94,2,0,0,2,0.00,134.30809468685,2.69904976891,620.45007986835
B-4106,hexabromobiphenyl,InChI=1S/C12H4Br6/c13-7-3-1-5(9(15)11(7)17)6-2-4-8(14)12(18)10(6)16/h1-4H,PTJQVJQAZSLKJO-UHFFFAOYSA-N,Brc1ccc(c(Br)c1Br)c2ccc(Br)c(Br)c2Br,-7.75630000000,0.00000000000,1,G1,627.58800,7.92860,98.07800,18,0,0,6,1,94,2,0,0,2,0.00,155.69378295941,2.70655143016,564.95007986835
B-4108,"2,2',4-trichlorobiphenyl",InChI=1S/C12H7Cl3/c13-8-5-6-10(12(15)7-8)9-3-1-2-4-11(9)14/h1-7H,YKKYCYQDUUXNLN-UHFFFAOYSA-N,Clc1ccc(c(Cl)c1)c2ccccc2Cl,-6.49020000000,0.00000000000,1,G1,257.54700,5.31380,66.90800,15,0,0,3,1,76,2,0,0,2,0.00,103.39829600621,2.59592749090,491.97594705335
B-4109,"2,4,5,2',5'-pcb",InChI=1S/C12H5Cl5/c13-6-1-2-9(14)7(3-6)8-4-11(16)12(17)5-10(8)15/h1-5H,LAHWLEDBADHJGA-UHFFFAOYSA-N,Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)cc2Cl,-7.32630000000,0.28185000000,2,G3,326.43700,6.62060,76.92800,17,0,0,5,1,88,2,0,0,2,0.00,124.00482845997,2.67795409186,577.34893836578
B-4110,"2,2',3,5',6-pcb",InChI=1S/C12H5Cl5/c13-6-1-2-8(14)7(5-6)11-9(15)3-4-10(16)12(11)17/h1-5H,GXNNLIMMEXHBKV-UHFFFAOYSA-N,Clc1ccc(Cl)c(c1)c2c(Cl)ccc(Cl)c2Cl,-7.18950000000,0.00000000000,1,G1,326.43700,6.62060,76.92800,17,0,0,5,1,88,2,0,0,2,0.00,124.00482845997,2.76094470768,577.34893836578
B-4111,"2,2',4,4',5-pentachlorobiphenyl",InChI=1S/C12H5Cl5/c13-6-1-2-7(9(14)3-6)8-4-11(16)12(17)5-10(8)15/h1-5H,LMQJBFRGXHMNOX-UHFFFAOYSA-N,Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)cc2Cl,-7.95030000000,0.00000000000,1,G1,326.43700,6.62060,76.92800,17,0,0,5,1,88,2,0,0,2,0.00,124.00482845997,2.64071679323,577.34893836578
B-4113,"2,3,3',4',6-pentachlorobiphenyl",InChI=1S/C12H5Cl5/c13-7-2-1-6(5-10(7)16)11-8(14)3-4-9(15)12(11)17/h1-5H,ARXHIJMGSIYYRZ-UHFFFAOYSA-N,Clc1ccc(cc1Cl)c2c(Cl)ccc(Cl)c2Cl,-7.64990000000,0.00000000000,1,G1,326.43700,6.62060,76.92800,17,0,0,5,1,88,2,0,0,2,0.00,124.00482845997,2.67706181957,577.34893836578
B-4115,"2,2',3,3',6,6'-hexachlorobiphenyl",InChI=1S/C12H4Cl6/c13-5-1-3-7(15)11(17)9(5)10-6(14)2-4-8(16)12(10)18/h1-4H,FZFUUSROAHKTTF-UHFFFAOYSA-N,Clc1ccc(Cl)c(c1Cl)c2c(Cl)ccc(Cl)c2Cl,-7.90320000000,0.45504535549,3,G5,360.88200,7.27400,81.93800,18,0,0,6,1,94,2,0,0,2,0.00,134.30809468685,2.85464655316,564.95007986835
B-4116,"2,2',6-pcb",InChI=1S/C12H7Cl3/c13-9-5-2-1-4-8(9)12-10(14)6-3-7-11(12)15/h1-7H,MVXIJRBBCDLNLX-UHFFFAOYSA-N,Clc1ccccc1c2c(Cl)cccc2Cl,-5.90030000000,0.00000000000,1,G1,257.54700,5.31380,66.90800,15,0,0,3,1,76,2,0,0,2,0.00,103.39829600621,2.69319567263,471.72594705335
B-4117,"2,4',6-trichlorobiphenyl",InChI=1S/C12H7Cl3/c13-9-6-4-8(5-7-9)12-10(14)2-1-3-11(12)15/h1-7H,IHIDFKLAWYPTKB-UHFFFAOYSA-N,Clc1ccc(cc1)c2c(Cl)cccc2Cl,-6.20950000000,0.03475000000,2,G3,257.54700,5.31380,66.90800,15,0,0,3,1,76,2,0,0,2,0.00,103.39829600621,2.58409266643,454.47594705335
B-4118,"2,2',3'-pcb",InChI=1S/C12H7Cl3/c13-10-6-2-1-4-8(10)9-5-3-7-11(14)12(9)15/h1-7H,XVIZMMSINIOIQP-UHFFFAOYSA-N,Clc1cccc(c1Cl)c2ccccc2Cl,-5.94400000000,0.00000000000,1,G1,257.54700,5.31380,66.90800,15,0,0,3,1,76,2,0,0,2,0.00,103.39829600621,2.64697959903,491.97594705335
B-4119,"2,3',5-pcb",InChI=1S/C12H7Cl3/c13-9-3-1-2-8(6-9)11-7-10(14)4-5-12(11)15/h1-7H,ONNCPBRWFSKDMQ-UHFFFAOYSA-N,Clc1cccc(c1)c2cc(Cl)ccc2Cl,-6.00770000000,0.00000000000,1,G1,257.54700,5.31380,66.90800,15,0,0,3,1,76,2,0,0,2,0.00,103.39829600621,2.57895077329,491.97594705335
B-4121,"2',3,4-trichlorobiphenyl",InChI=1S/C12H7Cl3/c13-10-4-2-1-3-9(10)8-5-6-11(14)12(15)7-8/h1-7H,RIMXLXBUOQMDHV-UHFFFAOYSA-N,Clc1ccc(cc1Cl)c2ccccc2Cl,-6.28700000000,0.11150000000,2,G3,257.54700,5.31380,66.90800,15,0,0,3,1,76,2,0,0,2,0.00,103.39829600621,2.55100198011,491.97594705335
