id,bibtexkey,quotation,bibliography,doi
634,761,Schwarz and Dodson (1984),"Schwarz, H. A. &#x0026; Dodson, R. W.: <span class='"cmti-10'">Equilibrium</span> <span class='"cmti-10'">between hydroxyl radicals and thallium(II) and the oxidation potential of</span> OH(aq), J. Phys. Chem., 88, 3643–3647, <a href='"https://doi.org/10.1021/J150660A053'" >doi:10.1021/J150660A053</a> (1984). ",
635,941,Schwarzenbach et&nbsp;al. (1988),"Schwarzenbach, R. P., Stierli, R., Folsom, B. R., &#x0026; Zeyer, J.: <span class='"cmti-10'">Compound</span> <span class='"cmti-10'">properties relevant for assessing the environmental partitioning of</span> <span class='"cmti-10'">nitrophenols</span>, Environ. Sci. Technol., 22, 83–92, <a href='"https://doi.org/10.1021/ES00166A009'" >doi:10.1021/ES00166A009</a> (1988). ",
636,523,Seinfeld (1986),"Seinfeld, J. H.: Atmospheric Chemistry and Physics of Air Pollution, Wiley-Interscience Publication, NY (1986). ",
637,935,Seinfeld and Pandis (1998),"Seinfeld, J. H. &#x0026; Pandis, S. N.: Atmospheric Chemistry and Physics, John Wiley &#x0026; Sons, Inc. (1998). ",
638,520,Servant et&nbsp;al. (1991),"Servant, J., Kouadio, G., Cros, B., &#x0026; Delmas, R.: <span class='"cmti-10'">Carboxylic monoacids in the air of</span> <span class='"cmti-10'">Mayombe forest (Congo): Role of the forest as a source or sink</span>, J. Atmos. Chem., 12, 367–380, <a href='"https://doi.org/10.1007/BF00114774'" >doi:10.1007/BF00114774</a> (1991). ",
639,3102,Setschenow (1889),"Setschenow, J.: <span class='"cmti-10'">Über die Konstitution der Salzl</span><span class='"cmti-10'">ösungen</span> <span class='"cmti-10'">auf Grund ihres Verhaltens zu Kohlens</span><span class='"cmti-10'">äure</span>, Z. Phys. Chem., 4, 117–125, <a href='"https://doi.org/10.1515/zpch-1889-0409'" >doi:10.1515/zpch-1889-0409</a> (1889). ",
640,2572,Severit (1997),"Severit, P.: <span class='"cmti-10'">Experimentelle Untersuchung der Desorption</span> <span class='"cmti-10'">von Quecksilber und Quecksilberverbindungen aus w</span><span class='"cmti-10'">ässrigen L</span><span class='"cmti-10'">ösungen</span>, diplomarbeit, Universität Köln, Germany (1997). ",
641,2829,Seyfioglu and Odabasi (2007),"Seyfioglu, R. &#x0026; Odabasi, M.: <span class='"cmti-10'">Determination</span> <span class='"cmti-10'">of Henry&#x2019;s law constant of formaldehyde as a function of temperature:</span> <span class='"cmti-10'">Application to air-water exchange in Tahtali lake in Izmir, Turkey</span>, Environ. Monit. Assess., 128, 343–349, <a href='"https://doi.org/10.1007/S10661-006-9317-3'" >doi:10.1007/S10661-006-9317-3</a> (2007). ",
642,shaw89,Shaw (1989),"Shaw, D. G., ed.: IUPAC Solubility Data Series, vol. 37/38 of <span class='"cmti-10'">Hydrocarbons with Water and Seawater</span>, Pergamon Press, Oxford, England (1989). ",
643,1930,Sheikheldin et&nbsp;al. (2001),"Sheikheldin, S. Y., Cardwell, T. J., Cattrall, R. W., Luque de Castro, M. D., &#x0026; Kolev, S. D.: <span class='"cmti-10'">Determination of Henry&#x2019;s law constants of</span> <span class='"cmti-10'">phenols by pervaporation-flow injection analysis</span>, Environ. Sci. Technol., 35, 178–181, <a href='"https://doi.org/10.1021/ES001406E'" >doi:10.1021/ES001406E</a> (2001). ",
644,2948,Shen and Wania (2005),"Shen, L. &#x0026; Wania, F.: <span class='"cmti-10'">Compilation, evaluation, and</span> <span class='"cmti-10'">selection of physical-chemical property data for organochlorine pesticides</span>, J. Chem. Eng. Data, 50, 742–768, <a href='"https://doi.org/10.1021/JE049693F'" >doi:10.1021/JE049693F</a> (2005). ",
645,3083,Shen (1982),"Shen, T. T.: <span class='"cmti-10'">Estimation of organic compound emissions</span> <span class='"cmti-10'">from waste lagoons</span>, J. Air Pollut. Control Assoc., 32, 79–82, <a href='"https://doi.org/10.1080/00022470.1982.10465374'" >doi:10.1080/00022470.1982.10465374</a> (1982). ",
646,548,Shepson et&nbsp;al. (1996),"Shepson, P. B., Mackay, E., &#x0026; Muthuramu, K.: <span class='"cmti-10'">Henry&#x2019;s law constants and removal</span> <span class='"cmti-10'">processes for several atmospheric </span><span class='"cmmi-10'">β</span><span class='"cmti-10'">-hydroxy alkyl nitrates</span>, Environ. Sci. Technol., 30, 3618–3623, <a href='"https://doi.org/10.1021/ES960538Y'" >doi:10.1021/ES960538Y</a> (1996). ",
647,3003,Shi et&nbsp;al. (1999),"Shi, Q., Davidovits, P., Jayne, J. T., Worsnop, D. R., &#x0026; Kolb, C. E.: <span class='"cmti-10'">Uptake of</span> <span class='"cmti-10'">gas-phase ammonia. 1. Uptake by aqueous surfaces as a function of pH</span>, J. Phys. Chem. A, 103, 8812–8823, <a href='"https://doi.org/10.1021/JP991696P'" >doi:10.1021/JP991696P</a> (1999). ",
648,2897,Shimotori and Arnold (2003),"Shimotori, T. &#x0026; Arnold, W. A.: <span class='"cmti-10'">Measurement</span> <span class='"cmti-10'">and estimation of Henry&#x2019;s law constants of chlorinated ethylenes</span> <span class='"cmti-10'">in aqueous surfactant solutions</span>, J. Chem. Eng. Data, 48, 253–261, <a href='"https://doi.org/10.1021/JE025553Z'" >doi:10.1021/JE025553Z</a> (2003). ",
649,2338,Shiu and Ma (2000),"Shiu, W. Y. &#x0026; Ma, K.-C.: <span class='"cmti-10'">Temperature dependence</span> <span class='"cmti-10'">of physical-chemical properties of selected chemicals of environmental</span> <span class='"cmti-10'">interest. I. mononuclear and polynuclear aromatic hydrocarbons</span>, J. Phys. Chem. Ref. Data, 29, 41–130, <a href='"https://doi.org/10.1063/1.556055'" >doi:10.1063/1.556055</a> (2000). ",
650,2302,Shiu and Mackay (1986),"Shiu, W. Y. &#x0026; Mackay, D.: <span class='"cmti-10'">A critical review</span> <span class='"cmti-10'">of aqueous solubilities, vapor pressures, Henry&#x2019;s law constants, and</span> <span class='"cmti-10'">octanol-water partition coefficients of the polychlorinated biphenyls</span>, J. Phys. Chem. Ref. Data, 15, 911–929, <a href='"https://doi.org/10.1063/1.555755'" >doi:10.1063/1.555755</a> (1986). ",
651,2339,Shiu and Mackay (1997),"Shiu, W.-Y. &#x0026; Mackay, D.: <span class='"cmti-10'">Henry&#x2019;s law constants</span> <span class='"cmti-10'">of selected aromatic hydrocarbons, alcohols, and ketones</span>, J. Chem. Eng. Data, 42, 27–30, <a href='"https://doi.org/10.1021/JE960218U'" >doi:10.1021/JE960218U</a> (1997). ",
652,854,Shiu et&nbsp;al. (1988),"Shiu, W. Y., Doucette, W., Gobas, F. A. P. C., Andren, A., &#x0026; Mackay, D.: <span class='"cmti-10'">Physical-chemical properties of chlorinated dibenzo-p-dioxins</span>, Environ. Sci. Technol., 22, 651–658, <a href='"https://doi.org/10.1021/ES00171A006'" >doi:10.1021/ES00171A006</a> (1988). ",
653,638,Shiu et&nbsp;al. (1994),"Shiu, W.-Y., Ma, K.-C., Varhaníčková, D., &#x0026; Mackay, D.: <span class='"cmti-10'">Chlorophenols and alkylphenols:</span> <span class='"cmti-10'">A review and correlation of environmentally relevant properties and</span> <span class='"cmti-10'">fate in an evaluative environment</span>, Chemosphere, 29, 1155–1224, <a href='"https://doi.org/10.1016/0045-6535(94)90252-6'" >doi:10.1016/0045-6535(94)90252-6</a> (1994). ",
654,2285,Shon et&nbsp;al. (2005),"Shon, Z.-H., Kim, K.-H., Kim, M.-Y., &#x0026; Lee, M.: <span class='"cmti-10'">Modeling study of</span> <span class='"cmti-10'">reactive gaseous mercury in the urban air</span>, Atmos. Environ., 39, 749–761, <a href='"https://doi.org/10.1016/J.ATMOSENV.2004.09.071'" >doi:10.1016/J.ATMOSENV.2004.09.071</a> (2005). ",
655,2999,Shunthirasingham et&nbsp;al. (2013),"Shunthirasingham, C., Cao, X., Lei, Y. D., &#x0026; Wania, F.: <span class='"cmti-10'">Large bubbles</span> <span class='"cmti-10'">reduce the surface sorption artifact during inert gas stripping</span>, J. Chem. Eng. Data, 58, 792–797, <a href='"https://doi.org/10.1021/JE301326T'" >doi:10.1021/JE301326T</a> (2013). ",
656,2973,Siebers and Mattusch (1996),"Siebers, J. &#x0026; Mattusch, P.: <span class='"cmti-10'">Determination</span> <span class='"cmti-10'">of airborne residues in greenhouses after application of pesticides</span>, Chemosphere, 33, 1597–1607, <a href='"https://doi.org/10.1016/0045-6535(96)00279-2'" >doi:10.1016/0045-6535(96)00279-2</a> (1996). ",
657,2967,Siebers et&nbsp;al. (1994),"Siebers, J., Gottschild, D., &#x0026; Nolting, H.-G.: <span class='"cmti-10'">Pesticides in precipitation in northern Germany</span>, Chemosphere, 28, 1559–1570, <a href='"https://doi.org/10.1016/0045-6535(94)90249-6'" >doi:10.1016/0045-6535(94)90249-6</a> (1994). ",
658,3135,Sieg et&nbsp;al. (2008),"Sieg, K., Fries, E., &#x0026; Püttmann, W.: <span class='"cmti-10'">Analysis of benzene, toluene, ethylbenzene, xylenes and </span><span class='"cmmi-10'">n</span><span class='"cmti-10'">-aldehydes</span> <span class='"cmti-10'">in melted snow water via solid-phase dynamic extraction combined with</span> <span class='"cmti-10'">gas chromatography/mass spectrometry</span>, J. Chromatogr. A, 1178, 178–186, <a href='"https://doi.org/10.1016/J.CHROMA.2007.11.025'" >doi:10.1016/J.CHROMA.2007.11.025</a> (2008). ",
659,2645,Sieg et&nbsp;al. (2009),"Sieg, K., Starokozheva, E., Schmidt, M. U., &#x0026; Püttmann, W.: <span class='"cmti-10'">Inverse temperature dependence of Henry&#x2019;s law coefficients for volatile</span> <span class='"cmti-10'">organic compounds in supercooled water</span>, Chemosphere, 77, 8–14, <a href='"https://doi.org/10.1016/J.CHEMOSPHERE.2009.06.028'" >doi:10.1016/J.CHEMOSPHERE.2009.06.028</a> (2009). ",
660,795,Signer et&nbsp;al. (1969),"Signer, R., Arm, H., &#x0026; Daenicker, H.: <span class='"cmti-10'">Dampfdr</span><span class='"cmti-10'">ücke,</span> <span class='"cmti-10'">Dichten, thermodynamische Mischfunktionen und Brechungsindices der</span> <span class='"cmti-10'">bin</span><span class='"cmti-10'">ären Systeme Wasser-Tetrahydrofuran und Wasser-Di</span><span class='"cmti-10'">äthyl</span><span class='"cmti-10'">äther bei</span> <span class='"cmti-10'">25</span><span class='"cmti-10'"> </span><span class='"cmsy-7'">∘</span>, Helv. Chim. Acta, 52, 2347–2351, <a href='"https://doi.org/10.1002/HLCA.19690520816'" >doi:10.1002/HLCA.19690520816</a> (1969). ",
661,2551,Simpson and Lovell (1962),"Simpson, L. B. &#x0026; Lovell, F. P.: <span class='"cmti-10'">Solubility of</span> <span class='"cmti-10'">methyl, ethyl, and vinyl acetylene in several solvents</span>, J. Chem. Eng. Data, 7, 498–552, <a href='"https://doi.org/10.1021/JE60015A017'" >doi:10.1021/JE60015A017</a> (1962). ",
662,2465,Slater and Spedding (1981),"Slater, R. M. &#x0026; Spedding, D. J.: <span class='"cmti-10'">Transport of</span> <span class='"cmti-10'">dieldrin between air and water</span>, Arch. Environ. Contam. Toxicol., 10, 25–33, <a href='"https://doi.org/10.1007/BF01057572'" >doi:10.1007/BF01057572</a> (1981). ",
663,2104,Smith and Harvey (2007),"Smith, F. L. &#x0026; Harvey, A. H.: <span class='"cmti-10'">Avoid common</span> <span class='"cmti-10'">pitfalls when using Henry&#x2019;s law</span>, Chem. Eng. Prog., pp. 33–39 (2007). ",
664,smith80,Smith and Bomberger (1980),"Smith, J. H. &#x0026; Bomberger, D. C.: <span class='"cmti-10'">Prediction</span> <span class='"cmti-10'">of volatilization rate of chemicals in water</span>, in: Hydrocarbons and Halogenated Hydrocarbons in the Environment, edited by Afghan, B. K. &#x0026; Mackay, D., pp. 445–451, Plenum Press New York (1980). ",
665,2236,Smith et&nbsp;al. (1981a),"Smith, J. H., Bomberger, D. C., &#x0026; Haynes, D. L.: <span class='"cmti-10'">Volatilization rates of</span> <span class='"cmti-10'">intermediate and low volatility chemicals from water</span>, Chemosphere, 10, 281–289, <a href='"https://doi.org/10.1016/0045-6535(81)90028-X'" >doi:10.1016/0045-6535(81)90028-X</a> (1981a). ",
666,3071,Smith et&nbsp;al. (1993),"Smith, J. R., Neuhauser, E. F., Middleton, A. C., Cunningham, J. J., Weightman, R. L., &#x0026; Linz, D. G.: <span class='"cmti-10'">Treatment of organically contaminated</span> <span class='"cmti-10'">groundwaters in municipal activated sludge systems</span>, Water Environ. Res., 65, 804–818, <a href='"https://doi.org/10.2175/WER.65.7.2'" >doi:10.2175/WER.65.7.2</a> (1993). ",
667,2445,Smith et&nbsp;al. (1981b),"Smith, R. A., Porter, E. G., &#x0026; Miller, K. W.: <span class='"cmti-10'">The solubility of anesthetic gases in lipid bilayers</span>, Biochim. Biophys. Acta - Biomembranes, 645, 327–338 (1981b). ",
668,483,Snider and Dawson (1985),"Snider, J. R. &#x0026; Dawson, G. A.: <span class='"cmti-10'">Tropospheric</span> <span class='"cmti-10'">light alcohols, carbonyls, and acetonitrile: Concentrations in the</span> <span class='"cmti-10'">southwestern United States and Henry&#x2019;s law data</span>, J. Geophys. Res., 90D, 3797–3805, <a href='"https://doi.org/10.1029/JD090ID02P03797'" >doi:10.1029/JD090ID02P03797</a> (1985). ",
669,3005,Sotelo et&nbsp;al. (1989),"Sotelo, J. L., Beltrán, F. J., Benitez, F. J., &#x0026; Beltrán-Heredia, J.: <span class='"cmti-10'">Henry&#x2019;s</span> <span class='"cmti-10'">law constant for the ozone-water system</span>, Wat. Res., 23, 1239–1246, <a href='"https://doi.org/10.1016/0043-1354(89)90186-3'" >doi:10.1016/0043-1354(89)90186-3</a> (1989). ",
670,2459,Southworth (1979),"Southworth, G. R.: <span class='"cmti-10'">The role of volatilization in</span> <span class='"cmti-10'">removing polycyclic aromatic hydrocarbons from aquatic environments</span>, Bull. Environ. Contam. Toxicol., 21, 507–514, <a href='"https://doi.org/10.1007/BF01685462'" >doi:10.1007/BF01685462</a> (1979). ",
671,3064,St-Pierre et&nbsp;al. (2014),"St-Pierre, J., Wetton, B., Zhai, Y., &#x0026; Gea, J.: <span class='"cmti-10'">Liquid water scavenging</span> <span class='"cmti-10'">of PEMFC contaminants</span>, J. Electrochem. Soc., 161, E3357–E3364, <a href='"https://doi.org/10.1149/2.0291409JES'" >doi:10.1149/2.0291409JES</a> (2014). ",
672,799,Staffelbach and Kok (1993),"Staffelbach, T. A. &#x0026; Kok, G. L.: <span class='"cmti-10'">Henry&#x2019;s law constants for aqueous solutions of hydrogen peroxide</span> <span class='"cmti-10'">and hydroxymethyl hydroperoxide</span>, J. Geophys. Res., 98D, 12 713–12 717, <a href='"https://doi.org/10.1029/93JD01022'" >doi:10.1029/93JD01022</a> (1993). ",
673,2958,Staples et&nbsp;al. (1997),"Staples, C. A., Peterson, D. R., Parkerton, T. F., &#x0026; Adams, W. J.: <span class='"cmti-10'">The</span> <span class='"cmti-10'">environmental fate of phthalate esters: A literature review</span>, Chemosphere, 35, 667–749, <a href='"https://doi.org/10.1016/S0045-6535(97)00195-1'" >doi:10.1016/S0045-6535(97)00195-1</a> (1997). ",
674,747,Staudinger and Roberts (1996),"Staudinger, J. &#x0026; Roberts, P. V.: <span class='"cmti-10'">A critical</span> <span class='"cmti-10'">review of Henry&#x2019;s law constants for environmental applications</span>, Crit. Rev. Environ. Sci. Technol., 26, 205–297, <a href='"https://doi.org/10.1080/10643389609388492'" >doi:10.1080/10643389609388492</a> (1996). ",
675,1525,Staudinger and Roberts (2001),"Staudinger, J. &#x0026; Roberts, P. V.: <span class='"cmti-10'">A critical</span> <span class='"cmti-10'">compilation of Henry&#x2019;s law constant temperature dependence relations for</span> <span class='"cmti-10'">organic compounds in dilute aqueous solutions</span>, Chemosphere, 44, 561–576, <a href='"https://doi.org/10.1016/S0045-6535(00)00505-1'" >doi:10.1016/S0045-6535(00)00505-1</a> (2001). ",
676,2441,Steward et&nbsp;al. (1973),"Steward, A., Allott, P. R., Cowles, A. L., &#x0026; Mapleson, W. W.: <span class='"cmti-10'">Solubility</span> <span class='"cmti-10'">coefficients for inhaled anaesthetics for water, oil and biological media</span>, Br. J. Anaesth., 45, 282–293, <a href='"https://doi.org/10.1093/BJA/45.3.282'" >doi:10.1093/BJA/45.3.282</a> (1973). ",
677,2933,Stock and Kuß (1917),"Stock, A. &#x0026; Kuß, E.: <span class='"cmti-10'">Zur Kenntnis des Kohlenoxysulfides COS</span>, Ber. Dtsch. Chem. Ges., 50, 159–164, <a href='"https://doi.org/10.1002/CBER.19170500125'" >doi:10.1002/CBER.19170500125</a> (1917). ",
678,2467,Stoelting and Longshore (1972),"Stoelting, R. K. &#x0026; Longshore, R. E.: <span class='"cmti-10'">The</span> <span class='"cmti-10'">effects of temperature on fluroxene, halothane, and methoxyflurane</span> <span class='"cmti-10'">blood-gas and cerebrospinal fluid-gas partition coefficients</span>, Anesthesiology, 36, 503–505, <a href='"https://doi.org/10.1097/00000542-197205000-00018'" >doi:10.1097/00000542-197205000-00018</a> (1972). ",
679,1937,Straver and de Loos (2005),"Straver, E. J. M. &#x0026; de Loos, T. W.: <span class='"cmti-10'">Determination of Henry&#x2019;s law constants and activity</span> <span class='"cmti-10'">coefficients at infinite dilution of flavor compounds in water at 298</span><span class='"cmti-10'"> </span>K <span class='"cmti-10'">with a gas-chromatographic method</span>, J. Chem. Eng. Data, 50, 1171–1176, <a href='"https://doi.org/10.1021/JE0495942'" >doi:10.1021/JE0495942</a> (2005). ",
680,1571,Strekowski and George (2005),"Strekowski, R. S. &#x0026; George, C.: <span class='"cmti-10'">Measurement</span> <span class='"cmti-10'">of Henry&#x2019;s law constants for acetone, 2-butanone, 2,3-butanedione and</span> <span class='"cmti-10'">isobutyraldehyde using a horizontal flow reactor</span>, J. Chem. Eng. Data, 50, 804–810, <a href='"https://doi.org/10.1021/JE034137R'" >doi:10.1021/JE034137R</a> (2005). ",
681,1162,Sukuzi et&nbsp;al. (1992),"Sukuzi, T., Ohtaguchi, K., &#x0026; Koide, K.: <span class='"cmti-10'">Application of principal components analysis to calculate</span> <span class='"cmti-10'">Henry&#x2019;s constant from molecular structure</span>, Comput. Chem., 16, 41–52, <a href='"https://doi.org/10.1016/0097-8485(92)85007-L'" >doi:10.1016/0097-8485(92)85007-L</a> (1992). ",
682,997,Suleimenov and Krupp (1994),"Suleimenov, O. M. &#x0026; Krupp, R. E.: <span class='"cmti-10'">Solubility</span> <span class='"cmti-10'">of hydrogen sulfide in pure water and in</span> NaCl <span class='"cmti-10'">solutions, from 20 to 320</span><span class='"cmti-10'"> </span><span class='"cmsy-7'">∘</span>C <span class='"cmti-10'">and at saturation pressures</span>, Geochim. Cosmochim. Acta, 58, 2433–2444, <a href='"https://doi.org/10.1016/0016-7037(94)90022-1'" >doi:10.1016/0016-7037(94)90022-1</a> (1994). ",
683,1157,Suntio et&nbsp;al. (1988),"Suntio, L. R., Shiu, W. Y., Mackay, D., Seiber, J. N., &#x0026; Glotfelty, D.: <span class='"cmti-10'">Critical</span> <span class='"cmti-10'">review of Henry&#x2019;s law constants for pesticides</span>, Rev. Environ. Contam. Toxicol., 103, 1–59, <a href='"https://doi.org/10.1007/978-1-4612-3850-8_1'" >doi:10.1007/978-1-4612-3850-8_1</a> (1988). ",
684,1340,Swain and Thornton (1962),"Swain, C. G. &#x0026; Thornton, E. R.: <span class='"cmti-10'">Initial-state</span> <span class='"cmti-10'">and transition-state isotope effects of methyl halides in light and heavy</span> <span class='"cmti-10'">water</span>, J. Am. Chem. Soc., 84, 822–826, <a href='"https://doi.org/10.1021/JA00864A029'" >doi:10.1021/JA00864A029</a> (1962). ",
685,2451,Tabai et&nbsp;al. (1997),"Tabai, S., Rogalski, M., Solimando, R., &#x0026; Malanowski, S. K.: <span class='"cmti-10'">Activity coefficients</span> <span class='"cmti-10'">of chlorophenols in water at infinite dilution</span>, J. Chem. Eng. Data, 42, 1147–1150, <a href='"https://doi.org/10.1021/JE960336H'" >doi:10.1021/JE960336H</a> (1997). ",
686,2531,Taft et&nbsp;al. (1985),"Taft, R. W., Abraham, M. H., Doherty, R. M., &#x0026; Kamlet, M. J.: <span class='"cmti-10'">The</span> <span class='"cmti-10'">molecular properties governing solubilities of organic nonelectrolytes in</span> <span class='"cmti-10'">water</span>, Nature, 313, 384–386, <a href='"https://doi.org/10.1038/313384A0'" >doi:10.1038/313384A0</a> (1985). ",
687,2289,Talmi and Mesmer (1975),"Talmi, Y. &#x0026; Mesmer, R. E.: <span class='"cmti-10'">Studies on vaporization and halogen decomposition</span> <span class='"cmti-10'">of methyl mercury compounds using gc with a microwave detector</span>, Wat. Res., 9, 547–552, <a href='"https://doi.org/10.1016/0043-1354(75)90080-9'" >doi:10.1016/0043-1354(75)90080-9</a> (1975). ",
688,598,Tancrède and Yanagisawa (1990),"Tancrède, M. V. &#x0026; Yanagisawa, Y.: <span class='"cmti-10'">An</span> <span class='"cmti-10'">analytical method to determine Henry&#x2019;s law constant for selected volatile</span> <span class='"cmti-10'">organic compounds at concentrations and temperatures corresponding</span> <span class='"cmti-10'">to tap water use</span>, J. Air Waste Manage. Assoc., 40, 1658–1663, <a href='"https://doi.org/10.1080/10473289.1990.10466813'" >doi:10.1080/10473289.1990.10466813</a> (1990). ",
689,3132,Teja et&nbsp;al. (2001),"Teja, A. S., Gupta, A. K., Bullock, K., Chai, X.-S., &#x0026; Zhu, J.: <span class='"cmti-10'">Henry&#x2019;s constants of methanol</span> <span class='"cmti-10'">in aqueous systems containing salts</span>, Fluid Phase Equilib., 185, 265–274, <a href='"https://doi.org/10.1016/S0378-3812(01)00476-9'" >doi:10.1016/S0378-3812(01)00476-9</a> (2001). ",
690,2807,Templeton and King (1971),"Templeton, J. C. &#x0026; King, E. L.: <span class='"cmti-10'">Kinetic and</span> <span class='"cmti-10'">equilibrium studies on azidochromium(III) ion in concentrated perchloric</span> <span class='"cmti-10'">acid</span>, J. Am. Chem. Soc., 93, 7160–7166, <a href='"https://doi.org/10.1021/JA00755A009'" >doi:10.1021/JA00755A009</a> (1971). ",
691,1146,ten Hulscher et&nbsp;al. (1992),"ten Hulscher, T. E. M., van der Velde, L. E., &#x0026; Bruggeman, W. A.: <span class='"cmti-10'">Temperature dependence of Henry&#x2019;s</span> <span class='"cmti-10'">law constants for selected chlorobenzenes, polychlorinated biphenyls and</span> <span class='"cmti-10'">polycyclic aromatic hydrocarbons</span>, Environ. Toxicol. Chem., 11, 1595–1603, <a href='"https://doi.org/10.1002/etc.5620111109'" >doi:10.1002/etc.5620111109</a> (1992). ",
692,3122,Terraglio and Manganelli (1967),"Terraglio, F. P. &#x0026; Manganelli, R. M.: <span class='"cmti-10'">The</span> <span class='"cmti-10'">absorption of atmospheric sulfur dioxide by water solutions</span>, J. Air Pollut. Control Assoc., 17, 403–406, <a href='"https://doi.org/10.1080/00022470.1967.10468999'" >doi:10.1080/00022470.1967.10468999</a> (1967). ",
693,895,Thomas et&nbsp;al. (1998),"Thomas, K., Volz-Thomas, A., Mihelcic, D., Smit, H. G. J., &#x0026; Kley, D.: <span class='"cmti-10'">On the exchange of</span> NO<sub><span class='"cmr-7'">3</span></sub> <span class='"cmti-10'">radicals with aqueous solutions:</span> <span class='"cmti-10'">Solubility and sticking coefficient</span>, J. Atmos. Chem., 29, 17–43, <a href='"https://doi.org/10.1023/A:1005860312363'" >doi:10.1023/A:1005860312363</a> (1998). ",
694,203,Thompson and Zafiriou (1983),"Thompson, A. M. &#x0026; Zafiriou, O. C.: <span class='"cmti-10'">Air-sea</span> <span class='"cmti-10'">fluxes of transient atmospheric species</span>, J. Geophys. Res., 88C, 6696–6708, <a href='"https://doi.org/10.1029/JC088IC11P06696'" >doi:10.1029/JC088IC11P06696</a> (1983). ",
695,timmermans60,Timmermans (1960),"Timmermans, J.: The Physico-Chemical Constants of Binary Systems in Concentrated Solutions, Vol. 4, Interscience Publisher, Inc., New York, NY (1960). ",
696,2494,Tittlemier et&nbsp;al. (2002),"Tittlemier, S. A., Halldorson, T., Stern, G. A., &#x0026; Tomy, G. T.: <span class='"cmti-10'">Vapor</span> <span class='"cmti-10'">pressures, aqueous solubilities, and Henry&#x2019;s law constants of some</span> <span class='"cmti-10'">brominated flame retardants</span>, Environ. Toxicol. Chem., 21, 1804–1810, <a href='"https://doi.org/10.1002/ETC.5620210907'" >doi:10.1002/ETC.5620210907</a> (2002). ",
697,2469,Tittlemier et&nbsp;al. (2004),"Tittlemier, S. A., Braekevelt, E., Halldorson, T., Reddy, C. M., &#x0026; Norstrom, R. J.: <span class='"cmti-10'">Vapour pressures, aqueous solubilities, Henry&#x2019;s</span> <span class='"cmti-10'">Law constants, and octanol/water partition coefficients of a series of</span> <span class='"cmti-10'">mixed halogenated dimethyl bipyrroles</span>, Chemosphere, 57, 1373–1381, <a href='"https://doi.org/10.1016/J.CHEMOSPHERE.2004.08.061'" >doi:10.1016/J.CHEMOSPHERE.2004.08.061</a> (2004). ",
698,2443,Trampe and Eckert (1993),"Trampe, D. B. &#x0026; Eckert, C. A.: <span class='"cmti-10'">A dew point</span> <span class='"cmti-10'">technique for limiting activity coefficients in nonionic solutions</span>, AIChE J., 39, 1045–1050, <a href='"https://doi.org/10.1002/AIC.690390613'" >doi:10.1002/AIC.690390613</a> (1993). ",
699,1155,Tremp et&nbsp;al. (1993),"Tremp, J., Mattrel, P., Fingler, S., &#x0026; Giger, W.: <span class='"cmti-10'">Phenols and nitrophenols as tropospheric</span> <span class='"cmti-10'">pollutants: Emissions from automobile exhausts and phase transfer in the</span> <span class='"cmti-10'">atmosphere</span>, Water Air Soil Pollut., 68, 113–123, <a href='"https://doi.org/10.1007/BF00479396'" >doi:10.1007/BF00479396</a> (1993). ",
700,1217,Treves et&nbsp;al. (2000),"Treves, K., Shragina, L., &#x0026; Rudich, Y.: <span class='"cmti-10'">Henry&#x2019;s law constants of some </span><span class='"cmmi-10'">β</span><span class='"cmti-10'">-, </span><span class='"cmmi-10'">γ</span><span class='"cmti-10'">-, and </span><span class='"cmmi-10'">δ</span><span class='"cmti-10'">-hydroxy</span> <span class='"cmti-10'">nitrates of atmospheric interest</span>, Environ. Sci. Technol., 34, 1197–1203, <a href='"https://doi.org/10.1021/ES990558A'" >doi:10.1021/ES990558A</a> (2000). ",
701,856,Tse et&nbsp;al. (1992),"Tse, G., Orbey, H., &#x0026; Sandler, S. I.: <span class='"cmti-10'">Infinite dilution activity coefficients and Henry&#x2019;s law coefficients</span> <span class='"cmti-10'">of some priority water pollutants determined by a relative gas</span> <span class='"cmti-10'">chromatographic method</span>, Environ. Sci. Technol., 26, 2017–2022, <a href='"https://doi.org/10.1021/ES00034A021'" >doi:10.1021/ES00034A021</a> (1992). ",
702,2922,Tsibul&#x2019;skii et&nbsp;al. (1979),"Tsibul&#x2019;skii, V. V., Tsibul&#x2019;skaya, I. A., &#x0026; Yaglitskaya, N. N.: <span class='"cmti-10'">Sampling</span> <span class='"cmti-10'">and storage of samples for the gas-chromatographic Determination of</span> <span class='"cmti-10'">aromatic-hydrocarbons as microimpurities in gases</span>, J. Anal. Chem. USSR, 34, 1052–1055 (1979). ",
703,2911,Tsonopoulos and Wilson (1983),"Tsonopoulos, C. &#x0026; Wilson, G. M.: <span class='"cmti-10'">High-temperature mutual solubilities</span> <span class='"cmti-10'">of hydrocarbons and water. Part I: Benzene, cyclohexane and </span><span class='"cmmi-10'">n</span><span class='"cmti-10'">-hexane</span>, AIChE J., 29, 990–999, <a href='"https://doi.org/10.1002/AIC.690290618'" >doi:10.1002/AIC.690290618</a> (1983). ",
